,product_name,product_memory,product_color,product_price,product_url,img_url
52,Điện thoại Samsung Galaxy A54 5G 8GB,128GB,Lime,8.890.000đ,https://phongvu.vn/samsung-galaxy-a54-5g-8gb-128gb--p505122,https://lh3.googleusercontent.com/RwVZdi4NHaTf2G74cIYYZmn1ajVuWfwk2xw2icIHotXxrHqzlhbve7pOvVrneGnoZAKJ_imEp9jZQjTjwhhoeMX2Yl62PU9b=w500-rw
53,Điện thoại Samsung Galaxy A54 5G 8GB,128GB,Violet,9.190.000đ,https://phongvu.vn/samsung-galaxy-a54-5g-8gb-128gb--p505122,https://lh3.googleusercontent.com/VNYRJfAP54HmNnd7_n3tbilKixB_k0Vg-FvdyQ8WcNgV9S6kqMghMIrHOQkjZOIVW9z6UKtMs4XMDeIoct_-EAUKhJpRZPpNFA=w500-rw
54,Điện thoại Samsung Galaxy A54 5G 8GB,128GB,Graphite,8.890.000đ,https://phongvu.vn/samsung-galaxy-a54-5g-8gb-128gb--p505122,https://lh3.googleusercontent.com/jBI4oO6RFe7tw-udHQBe8zd4_lmE452ft1JZiYS-GW52plmTovru6fgzNdwAHNnBls0PVIcxe-Fmbi_Df4Qd7kx1lWBYpePb=w500-rw
55,Điện thoại Samsung Galaxy A54 5G 8GB,256GB,Graphite,9.390.000đ,https://phongvu.vn/samsung-galaxy-a54-5g-8gb-128gb--p505122,https://lh3.googleusercontent.com/m_hpHbe186d283rf2CABOmOP_6v817jq0Zi-XUdTwiFrhpKElwdK_0Y44ewCSxrhaCMkLDIa8fN46aCgWMZIn6C_vZ3b_4TT1g=w500-rw
56,Điện thoại Samsung Galaxy A14 LTE 4GB/128GB,128GB,Burgundy Red,3.890.000đ,https://phongvu.vn/samsung-galaxy-a14-lte-4gb-128gb--p505120,https://lh3.googleusercontent.com/QCCkKu7BIYPN3CXBqJGfsnlp12IWKpjiubqkgm2Z76d__omIcs-ZrrR8KE9LtXuKZ36a4V_6MoFdlqYMiuEuP4Z7JT-GHwfL=w500-rw
57,Điện thoại Samsung Galaxy A14 LTE 4GB/128GB,128GB,Midnight Black,3.790.000đ,https://phongvu.vn/samsung-galaxy-a14-lte-4gb-128gb--p505120,https://lh3.googleusercontent.com/Zik96HZieEP9HlnjftfiiZ7v_QmaNx8dEpytaELaubOe3DZoAcn01cd8qZDR6fBqRpKQ2bwWJd1_jYML8HEvxBO5i5e8qQk=w500-rw
58,Điện thoại Samsung Galaxy S23 Ultra,256GB,Lavender,24.990.000đ,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/dHjQYhCiZUKY4FG23qg6v6tvr_b00_hBVdcakj6wIJ4Ofb1bELb1zeL6dAxLaPFofahuNSYg3lU3hMdpTnAgCaD5WeIifFPO=w500-rw
59,Điện thoại Samsung Galaxy S23 Plus,256GB,Lavender,20.490.000đ,https://phongvu.vn/samsung-galaxy-s23-plus--p500203,https://lh3.googleusercontent.com/p1fMhZdJxzg_Mn5TJ7dqqHNYF3MjEwXls-Bu7K5aiZqzEEMnX9n4Z77HLkeCo9rqWf2fMKNdKhG8i2YtVhxrxfE9ZG4G2SS_=w500-rw
60,Điện thoại Samsung Galaxy S23 8GB/256GB,256GB,Misty Lilac,16.790.000đ,https://phongvu.vn/samsung-galaxy-s23-256gb--p500202,https://lh3.googleusercontent.com/kwlxVp58YTMBQRwCkVB3_hQcXfSufP4EWAKjRQkWvqBXM07va6Q-wxJeJ0MML0nnVyc4kIBqrUfwdYpmLt5knD974PAbF5E2QQ=w500-rw
61,Điện thoại Samsung Galaxy A04 3GB/32GB,32GB,Copper,2.290.000đ,https://phongvu.vn/samsung-galaxy-a04-3gb-32gb--p468121,https://lh3.googleusercontent.com/EofTXpzj8RycPG4XK64BuRf04B2K3dWEiToKLZ5rqeDGY87akz4YYuiCtyw7G-9Vd_gsu70vENfDXbxYAP5qL3sq3oDbC9g=w500-rw
62,Điện thoại Samsung Galaxy Z Fold 4 12GB,256GB,Gray Green,33.490.000đ,https://phongvu.vn/samsung-galaxy-z-fold-4-12gb--p466800,https://lh3.googleusercontent.com/eMq0YT7g7j8_UHwdNXMt6N8uYMdvVNWXXU-f5MePPCfSQdzcmf0PI-myx3jMJJXEszcsAaZY2dxnIOR0tITBsKKBhxfXCZE=w500-rw
63,Điện thoại Samsung Galaxy Z Flip4 8GB,128GB,Blue,17.490.000đ,https://phongvu.vn/samsung-galaxy-z-flip4-8gb--p466799,https://lh3.googleusercontent.com/5qKnJ2IKHTaEn8i6WlgtolIrCiSHo3bG3V4pul9_lLsWcAn76O7mL6UyFdN1JsJ5Tjg3mstOyeJdPRlW6G104QtDmlnN-_4=w500-rw
64,Điện thoại Samsung Galaxy Z Flip4 8GB,256GB,Blue,19.490.000đ,https://phongvu.vn/samsung-galaxy-z-flip4-8gb--p466799,https://lh3.googleusercontent.com/LO6hqOGpq6qBkxjaSRY-X-apFvmnVCahC_PrLkfzRq4pjHjyPlr_ZCtYZaHpljc8kkDYRJ7SmfpT7gSUdczRju93RNJpqBq8=w500-rw
65,Điện thoại Samsung Galaxy S23 Plus,512GB,Lavender,23.190.000đ,https://phongvu.vn/samsung-galaxy-s23-plus--p500203,https://lh3.googleusercontent.com/SatALxMRujGkDgFrzkjdkSar2emyQDZ9wj5n6Fym8LAPsruUnmWG39Mh8D3gifkbdN1D2kJSP0SqrC-_DTyZcdlX4n27rHHmXQ=w500-rw
66,Điện thoại Samsung Galaxy S23 Ultra,512GB,Lavender,28.490.000đ,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/lZpQJnqqr_ZUOWrDBXloQFG8K1SFt3ka5wmiwBIpEswGNmaZQPIsKuKH0OWqB8ofIb6pLrGVG6KmVB3eJM0I48s-Li-f31aL=w500-rw
67,Điện thoại Samsung Galaxy S23 Ultra,12GB,Lavender,33.990.000đ,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/VPSqktdUW_rcGUQkhaipA-9QmE00rgC-YrI9oxGBPBr_3EMM7YHtdf1QyiwGBeJFzeFb4cXXkpesFq8hcBJqnWPQQRPFlI8=w500-rw
68,iPhone 14 Pro Max | Chính Hãng VNA,128GB,Space Black,27.790.000đ,https://phongvu.vn/iphone-14-pro-max--p459617,https://lh3.googleusercontent.com/mxtb704ce91o45uDdHEpkwks7xZ0zLt_URe-MwfDVK-XPf9MQxODtYcWUW2WD2RPhgdq20BmkrAWA6QgEUSz8lYTlwmb3_3s=w500-rw
69,iPhone 14 Plus | Chính hãng VNA,128GB,Midnight,21.790.000đ,https://phongvu.vn/iphone-14-plus--p459614,https://lh3.googleusercontent.com/dFL2usgfUU580hhCjktI1fz2bu-luoH-gbn5Mih7Ss0RTkoGTsHMtzkmoBAJFnObBmVeLSuSF7YO0fKWO3Gq-dX_qM9kOYvT=w500-rw
70,iPhone 14 | Chính Hãng VNA,128GB,Midnight,18.990.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/HD6tK_lv_T2Hp6WDHzRREnZI0T-Cnx1hgDTAPuMWZBHB8di1gdeyL5KBZz34diG54BDRF0zqXQL6loA90vL4HoS0jmUYFEc=w500-rw
71,ASUS ROG Phone 6,256GB,Phantom Black,15.490.000đ,https://phongvu.vn/asus-rog-phone-6--p442461,https://lh3.googleusercontent.com/301o4gbjWNTE8OYVGKnzWOaPwIAozy_LwzyZ_teO08q4gzDvRfeYy85l9cWM2SGruEaaXPh0LZSnzMZNUrvUAnwuo4f8Oh8=w500-rw
72,iPhone 14 | Chính Hãng VNA,256GB,Midnight,21.490.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/07JyisE4lU-ESv3_07WZVtDO8RqUub-ZRP3qkXgLl0knsjYqNZHOz5WRIYcNkRuq89SsruvnrG1faFYKo544e2kaqnDffzc=w500-rw
73,iPhone 14 | Chính Hãng VNA,512GB,Midnight,24.490.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/LQPaErFVmRoSOFqYvO_1KTwhNzsqzfaYCYex9hFXDe1qIBwKFnyiYIeYJEf37eO4Euj6aZl9DyELNomT9CZ2PCopmYlJyE15=w500-rw
74,iPhone 14 Plus | Chính hãng VNA,256GB,Midnight,23.990.000đ,https://phongvu.vn/iphone-14-plus--p459614,https://lh3.googleusercontent.com/hvNRNRmNLE8kTu0_b11mBcRpR9jTwWjJf5Ro-litVeJ-1fzRSykpkOeh_7I04a8_TylJtg5p6RoZhVUh830jKMwJEZTDwDo=w500-rw
75,iPhone 14 Plus | Chính hãng VNA,512GB,Midnight,24.990.000đ,https://phongvu.vn/iphone-14-plus--p459614,https://lh3.googleusercontent.com/_w490sz6ZEpkptUIqX9nb2jQJKR-p2q1SzWhmmLYMrR9yGuFIl5KJTzUXeky5aZWrS9SubUqP7KaoriEQvC-R4JnB2y0SH-fjw=w500-rw
76,iPhone 14 Pro Max | Chính Hãng VNA,256GB,Space Black,30.490.000đ,https://phongvu.vn/iphone-14-pro-max--p459617,https://lh3.googleusercontent.com/jBMU5QY9ptzRAk9y2JBCzCJzdQmUKRqeenGjX4kHgDgGWFu7gCyDUJCqOr2YIsaCi-kWgU0quO0bJMWtf-vqWSc1_VkTy1wu=w500-rw
77,iPhone 14 Pro Max | Chính Hãng VNA,512GB,Space Black,35.490.000đ,https://phongvu.vn/iphone-14-pro-max--p459617,https://lh3.googleusercontent.com/DuHSYrq-6s9eSJfw8cUOI2d_h4mLo59LZZsBsTjsUrzXL_vsGtnzBXIklxoFLKpF40z_GA2MxDEMRhuAHS254ro_ut8QYBxg=w500-rw
78,iPhone 14 Pro Max | Chính Hãng VNA,1 TB,Space Black,40.990.000đ,https://phongvu.vn/iphone-14-pro-max--p459617,https://lh3.googleusercontent.com/Rmg1eJ0THO0mXMu2PRTOYel1mCOh5x1aKVo3sq-XeEAWyAMHnivKQ4Dz_jj14U5wjvQzDJPRqSaKNPc12YtfxwfUhYxmXsR4=w500-rw
79,ASUS ROG Phone 6,256GB,Storm White,15.490.000đ,https://phongvu.vn/asus-rog-phone-6--p442461,https://lh3.googleusercontent.com/J5xGhpMMdpZfx-CPLBFYKI_Ojn3-z8c_UFhi1Iun_L9XZjWUoVdIZGcdVlL7FvTdOi2SQm2dR3cItnbBCkGguiDOfjOKkDqE=w500-rw
80,iPhone 14 | Chính Hãng VNA,128GB,Starlight,19.190.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/3pDrsg_9AJwnvxSkiWWZi77LrykIsNj3MH_SBJpMVD9gYVRGmaG60ziLTcGtHt5Ah92laWW_eR05GfU1NJUWC3s_BEhbnozB=w500-rw
81,iPhone 14 | Chính Hãng VNA,128GB,Purple,19.190.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/GK7l-25XLmoGwGII3JGySFUnjdbi2eoAMT5VixQ4hqYsBc-6pHhk-uMi6_BCR_VinoTZA4OJ-IICWrzl5UOx57uvItS71Sc=w500-rw
82,iPhone 14 | Chính Hãng VNA,256GB,Purple,21.490.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/Gh59MTLxRc2YyH4yzFK-ZHigealLKwx5DSjcR9HjpwKoymGrFbFqRfSVYsMukN8lG5mOZioH0Z-S13ntEoGOfH1Mss051bLD=w500-rw
83,iPhone 14 | Chính Hãng VNA,512GB,Purple,24.490.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/jWQeOPrxP9p8TDvE5W0fp5NXcLtK1DObMV-4TidxYsgCL5jwi6ex8NCSI-lWsVxr7Bl8oHfbU3gfgilPiY2t0Ae9RrZnXbk=w500-rw
84,iPhone 14 | Chính Hãng VNA,256GB,Starlight,21.490.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/r3vVFt-K-YQ8sshGsncDO5fcIgE63ri9R7wRMg3Q69XO5FU7RT6P8CK2cPDUsCuwcB966KloiQmBIWXNcEZWiqlqBydk3D-D4w=w500-rw
85,iPhone 14 | Chính Hãng VNA,512GB,Starlight,24.490.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/Iqw3511MflpxccMuXHeVc2b6pNU20EtqypCXp-sWf0UZv-kQHYLw7J_8XNJUBNEN_4XWMv0LpG05VO_ExRL5JDKmlDS8kHo=w500-rw
86,Điện thoại Samsung Galaxy A54 5G 8GB,256GB,Violet,9.390.000đ,https://phongvu.vn/samsung-galaxy-a54-5g-8gb-128gb--p505122,https://lh3.googleusercontent.com/O1z-KcEfjUr5DdIX8ymk5QaRSDPuzTy_autZJpxTTzR--XzB5GGDFTjo_mluqTX2qazs0twQeSz1M1k-DmcRB6NPgsJQakLc=w500-rw
87,iPhone 14 | Chính Hãng VNA,128GB,Red,18.990.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/V0Ss2bi-OtzLz0aJjU98JnZi8rJNovlSNTBL4KC1OyY7dMeOBjqqIScsjboTMmZtJeusgLr7MBSLZFh2s0en5nXpd-utDrbSIA=w500-rw
88,iPhone 14 | Chính Hãng VNA,128GB,Blue,19.190.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/eLL7T8KRkV-u1SzTef9vTrsDKpFO9sgaJyfqrHN2KzKIYpyQ3Xzd090RnxO7koXZcSNoc0co8SsX7zzjE68OI-81y9luFjl0=w500-rw
89,iPhone 14 Plus | Chính hãng VNA,128GB,Starlight,21.790.000đ,https://phongvu.vn/iphone-14-plus--p459614,https://lh3.googleusercontent.com/yquKD5JnaMYjXjoldsbGdf93k6OQgUyKvgB75i9fYZ_Dv_CwcJDEHXHrhoPZG1dwjEA5LztGKZpboeq_H6BohkNtxtCXJS_j=w500-rw
90,iPhone 14 Plus | Chính hãng VNA,256GB,Starlight,24.490.000đ,https://phongvu.vn/iphone-14-plus--p459614,https://lh3.googleusercontent.com/jpwP_cH_5b3ZFO0JHeEz_dWnEd3GE-m9zHkIf2Vy2uiq1G5qtre1Hz1UWlG3vWaACRu1O0ht1q9d91wAIWLJZK1KIu4qilY=w500-rw
91,iPhone 14 Plus | Chính hãng VNA,512GB,Starlight,24.990.000đ,https://phongvu.vn/iphone-14-plus--p459614,https://lh3.googleusercontent.com/06-nYJ3S76YVk9gs99_7_sV24U58C81Iq-wCVpjWQdOD5eXzNSaI8HbPGqoJuGAyOVT0OaWs221-xMadV8lqTR8BTTyHvSBHEQ=w500-rw
92,iPhone 14 | Chính Hãng VNA,256GB,Blue,21.490.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/cwJIK8Zs5zRwYYmQETyEW3-fy_r044pMVnM4Z3xzV0nvYYDpFwHIddDbt_-PCoMT1bNklfBkn4KwXqpugO2y9cKcV7qDoO9o=w500-rw
93,iPhone 14 | Chính Hãng VNA,512GB,Blue,24.490.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/ot8GB2ZmgDKpIgSc8dcTGV0AQxb9ttC60mZDAw4gnvJyiVbvtHrQqMPpv1lqSFkaCQWCYjE3-L8icZ_DetG9GWChAnwcqqo5=w500-rw
94,iPhone 14 | Chính Hãng VNA,256GB,Red,21.790.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/i7EUc1smD3Q-A0RShjzZNa8CRbXd727i3VIWUnPoMnaCFx5hJyH9k-ahrfevDxd9J8sbKQho0MyogaWCcuGl3kJ7qINq9Sf3=w500-rw
95,iPhone 14 | Chính Hãng VNA,512GB,Red,24.490.000đ,https://phongvu.vn/iphone-14--p459613,https://lh3.googleusercontent.com/jImSnkLFtSQ9BxKfBvE3UGsS4vyyFmQK5gAOBzpN6inouvEnupE28--OyN6sVvr6d5SUTfqUdkRlC27Hdw94S-oVxMJFTb8=w500-rw
96,Điện thoại Samsung Galaxy A54 5G 8GB,256GB,Lime,9.790.000đ,https://phongvu.vn/samsung-galaxy-a54-5g-8gb-128gb--p505122,https://lh3.googleusercontent.com/W9vRtnANnPIiw4ZBdvikbrw19sqAAkCoharyIFnqHdfBFhVdXVYK-9n1t5fEvPutXzk2V7kjJ2KG9KXsIZNgQZ2JuO7XjA=w500-rw
97,iPhone 14 Plus | Chính hãng VNA,128GB,Purple,21.390.000đ,https://phongvu.vn/iphone-14-plus--p459614,https://lh3.googleusercontent.com/INlO83z5PGYnm1V38G4SSfEYks-ieJrMKNAQ8ocfrpxQ6U4rHdupnLej6IYm7STOrwM4NuI27QuQG8tAfytlQ9QY8_MZNAU7hg=w500-rw
98,iPhone 14 Plus | Chính hãng VNA,128GB,Red,21.390.000đ,https://phongvu.vn/iphone-14-plus--p459614,https://lh3.googleusercontent.com/CERp9PqnZxKwd33GQEZ89Rm_dT-aduwuCYtu_qL6jOM3Ud4ZUKyKr81FEJcn5hpDhzP9naQimLTDAhLT--vuxAWDDcNTNS0w=w500-rw
99,iPhone 14 Plus | Chính hãng VNA,128GB,Blue,21.790.000đ,https://phongvu.vn/iphone-14-plus--p459614,https://lh3.googleusercontent.com/5zuQqKLH4txOE8wGR_s4V5FwE3ajIP1TvDZtTScDU-ZCzHj42-gmS4TOiXaVVdwPw25dboQq3m8XHTEeFnJ0iFmJ7sZ4LYN7=w500-rw
100,iPhone 14 Pro Max | Chính Hãng VNA,128GB,Silver,27.790.000đ,https://phongvu.vn/iphone-14-pro-max--p459617,https://lh3.googleusercontent.com/DNllt0SnnNV96yRVE8c-StKPZSiO99F1SBS5LIGm4Fm7ebqRBXXHHzcxyzoFYYXiqUejbQAOe3Z5eXJiCtxprCFcDY009Mlx=w500-rw
101,iPhone 14 Pro Max | Chính Hãng VNA,128GB,Gold,27.790.000đ,https://phongvu.vn/iphone-14-pro-max--p459617,https://lh3.googleusercontent.com/-IWi9ZRMRCvPuwQt5ZgWWfNfmOMtPPmXKD6VEvtgjagGWLSax0O1VJwt_o4f_QORvpOomB4GGjgEzpB2Vd3pccsUSWFtFUIn=w500-rw
102,iPhone 14 Pro Max | Chính Hãng VNA,128GB,Deep Purple,27.790.000đ,https://phongvu.vn/iphone-14-pro-max--p459617,https://lh3.googleusercontent.com/EbLo9fFCx8OcgWr8dxP1ulnB96POm_d1PD6R3DLv30MFjoLR_J19oN10Mhg-Wyqbsq6FBYkybx6MIEPwfY3E0av5d74WZ2w0=w500-rw
103,iPhone 14 Pro Max | Chính Hãng VNA,256GB,Deep Purple,30.490.000đ,https://phongvu.vn/iphone-14-pro-max--p459617,https://lh3.googleusercontent.com/E64wwhMluw5YV1V66uMG0BCabON-lvISApg7PUJRvJuwH9tJ368Qz9QEPEQHd-LG2j_jmTyegWcJSUMc-U2A19aUR6mKMMno=w500-rw
104,iPhone 14 Pro Max | Chính Hãng VNA,512GB,Deep Purple,35.490.000đ,https://phongvu.vn/iphone-14-pro-max--p459617,https://lh3.googleusercontent.com/_uK2LkCBsW62PtNPgB-Wb-eWO0syTwr38lXxpV2DBVAW6R7ggBTIdenZ5Tf_7ZFSjtxKPxZZvwsOxBlF6YIbngFduopOS3j4=w500-rw
105,iPhone 14 Pro Max | Chính Hãng VNA,1TB,Deep Purple,40.990.000đ,https://phongvu.vn/iphone-14-pro-max--p459617,https://lh3.googleusercontent.com/pEKoGm5AwxO5tRftol6glaH4JefECs2O-jVzI4zhgrt2NmfFCN5VRbAjdNPy0XZA9sWmrFwZSLilm1wv39q4Z-GV2SaH74w=w500-rw
106,iPhone 14 Pro Max | Chính Hãng VNA,256GB,Gold,30.490.000đ,https://phongvu.vn/iphone-14-pro-max--p459617,https://lh3.googleusercontent.com/Y1OVqtPmmjFd3lzbR0onqBQLgUtNkiX2T4zCffguTiZoMs73EJ9naybVgmrRat4i6bqWSC6oMQYvkWZlKxWlddEY3EzNvIj6=w500-rw
